sample_index,publication_id,reference_id,match_status,match_score,matched_source,matched_title,matched_author,matched_year,matched_publisher,matched_isbn,matched_url,raw_context
2400,1214790,21570040,no_match,0.0,,,,,,,,"Jung, Carl Gustav. Analitik Psikolojinin Temel İlkeleri. (çev. K. Şipal). İstanbul: Cem Yayınevi. 1992."
2402,1161737,16447640,no_match,0.0,,,,,,,,"Özkan, Selim Hilmi, Osmanlı Devleti ve Diplomasi, İstanbul: İdeal Kültür Yayınları, 2017."
2435,1335040,24020222,no_match,0.0,,,,,,,,"Reeves, R.D. & Baker, A.J.M. (2000). Metal accumulating plants. In: Raskin, I. and Finsley, B.D., Eds., Phytoremediation of Toxic Metals: Using Plants to Clean up the Environment, Wiley, New York, 193-229."
2464,1250139,20090207,no_match,0.0,,,,,,,,"İbn Manzûr, Muhammed b. Mükerrem. Lisânü’l-ʿArab. 15 Cilt. Beyrut: Dâru Sâdır, 1414."
2488,1153636,15722161,no_match,0.0,,,,,,,,"Ebû Şâme, Makdisî. Mürşidü’l-vecîz. Thk. Tayyar Altıkulaç. Beyrut: Dâru Sâdır, 1975."
2500,1298327,22577190,no_match,0.0,,,,,,,,"Kudat, Aydın. “Haydar Hatipoğlunun El Yazma Tefsirinde Kıraat Olgusu”. Gaziantep İslam Bilim ve Teknoloji Üniversitesi Yakın Dönem Şark Âlimleri. ed. Adnan Akalın-Eyyüp Tuncer. 219-234. Ankara: Fcr Yayın, 2023."
2505,1174355,16629015,no_match,0.0,,,,,,,,"Schulze, G. & Watson, N.V. (1995). Comments On ‘Flavor Neophobia in Selected Rodent Species’. In R. Wong (Ed.), Biological Perspectives On Motivated Activities, 229–230. Norwood: Ablex Publishing Corporation."
2508,1238350,19609690,no_match,0.0,,,,,,,,"Erdem, Mehmet: Özel Hukukta Zamanaşımı, 1. Baskı, XII Levha Yayıncılık, İstanbul 2010, (Zamanaşımı)."
2512,1276330,21228131,no_match,0.0,,,,,,,,"Dölen, E. (2015). Kuruluşu İzmit’ten İzmir’e Kaçırılan Bir Kâğıt Fabrikası (1846). Kocaeli Büyükşehir Belediyesi Yayınları."
2523,1262114,20594638,no_match,0.0,,,,,,,,"AKDOĞAN, N. ve TENKER N., (2005). Finansal Tablolar ve Mali Analiz Teknikleri, 10. Baskı, Gazi Kitabevi, Ankara."
2536,1256289,20352664,no_match,0.0,,,,,,,,"Apuleius. (1822). The metamorphoses, or golden Ass. (Thomas Taylor, Trans.). London: W.J. Cosby Universal Press."
2537,1256289,20352671,no_match,0.0,,,,,,,,"Aristoteles. (2016). Oikonomika: Antik dönemde ekonomi kavramı üzerine genel değerlendirme. (Burak Takmer, Çev.). İstanbul: Kabalcı Yayınevi."
2543,1340269,24206696,no_match,0.0,,,,,,,,"Kara, İsmail (Haz.). 2019. Mızraklı İlmihâl. Dergâh Yayınları."
2553,1203416,18374256,possible,0.69,crossref_book,"Okuma Eğitimi: Kuram, Uygulama, Ölçme ve Değerlendirme",KARATAY Halit,2013,Pegem Akademi Yayıncılık,,https://doi.org/10.14527/9786053645269.10,"Karatay, H. (2014). Okuma eğitimi kuram ve uygulama (2. Baskı). Ankara: Pegem Akademi Yayıncılık."
2570,1270594,20955956,no_match,0.0,,,,,,,,"Tekin, Ş. (1960). Uygurca Metinler I - Kuanşi İm Pusar. Atatürk Üniversitesi Yayınları."
2573,1369123,25397874,possible,0.619,crossref_book,Affect and Problem Solving in an Elementary School Mathematics Classroom,"Thompson Alba G., Thompson Patrick W.",1989,Springer New York,9781461281788,https://doi.org/10.1007/978-1-4612-3614-6_11,"Carlson, M. A., Wickstrom, M. H., Burroughs, E. A., & Fulton, E. W. (2016). A case for mathematical modeling in the elementary school classroom. In C. R. Hirsch & A. R. McDuffie (Eds.), Mathematical modeling and modeling mathematics (pp. 121-129). National Council of Teachers of Mathematics."
2575,1244760,19857440,no_match,0.0,,,,,,,,"Demirel, Özcan. Genel Öğretim Yöntemleri. Ankara: Usem Yayınları, 2. Basım, 1996."
2586,1354928,24802211,no_match,0.0,,,,,,,,"Budak, G. (2016). Yetkinliğe dayalı insan kaynakları yönetimi (3. Basım). Ankara: Nobel Akademik Yayıncılık."
2609,1328172,24046835,no_match,0.0,,,,,,,,"DEMİRBAŞ, Timur; Ceza Hukuku Genel Hükümler, 17. Baskı, Seçkin Yayın- ları, Ankara, 2022"
2617,1206055,18214043,no_match,0.0,,,,,,,,"Bora, Aksu (1997) “Kamusal Alan/Özel Alan: Mahrumiyet-Özgürleşme İkileminin Ötesi”, Toplum ve Bilim Dergisi, Sayı:75, İstanbul: Birikim Yayıncılık."
2618,1206055,18214062,no_match,0.0,,,,,,,,"Lefebvre, Henri (1968/1996) Le droit a la ville, Paris: Anthropos. English translation ‘The Right to the City’, Part II in Kofman, Eleonore & Lebas, Elizabeth (1996) Lefebvre: Writings on Cities, Oxford: Blackwell Publishing."
2628,1244591,19850880,no_match,0.0,,,,,,,,"Malesevic, S. (2018). Savaşın ve şiddetin sosyolojisi (S. Sarı, çev.). Hece Yayınları."
2634,1340088,24201216,no_match,0.0,,,,,,,,"CENTEL, Nur / ZAFER, Hamide / ÇAKMUT, Özlem: Türk Ceza Hukukuna Giriş, 11. Baskı, Beta Yayıncılık, İstanbul, 2020 (11. Baskı)."
2658,1270483,21180130,no_match,0.0,,,,,,,,"Meclisî, Muhammed Bâkır. Bihârü’l-envâr. 110 Cilt. Beyrut: Dâru İhyâi’t-Turâsi’l-Arabî, 2. Basım, 1403/1982."
2672,1349203,24579396,no_match,0.0,,,,,,,,"(6) Altay, A. (2021), Kamu Alımlarında Elektronik İhale Uygulamalarının İdare ve İsteklilere Yansımaları, Erdem Bafra ve Mustafa Ç. Taşyürek (Ed.), Kamu Alımlarında Güncel Gelişmeler, Dijital Dönüşüm ve Sözleşme Yönetimi içinde (365-374), Ankara, Kamu İhale Kurumu Yayınları."
2717,1365041,25238233,no_match,0.0,,,,,,,,"Kanadoğlu, Osman Korkut ve Ahmet Mert DUYGUN, Anayasa Hukukunun Genel Esasları, 3. Baskı, On İki Levha Yayınları, İstanbul, 2023."
2719,1365041,25238250,no_match,0.0,,,,,,,,"Teziç, Erdoğan, Anayasa Hukuku, 16. Bası, Beta Yayınevi, İstanbul, 2013."
2741,1275930,21209740,no_match,0.0,,,,,,,,"İbn Ferhûn, Ebü’l-Vefâ Burhânüddîn İbrâhîm b. Alî b. Muhammed el-Ceyyânî. ed-Dîbâcü’l-müzheb fî ma‘rifeti a‘yân ‘ulemâ’i’l-mezheb. thk. Ebû’n-Nûr Muhammed el-Ahmedî. 2 Cilt. Kahire: Dâru’t-Türâs, 1972."
2752,1286713,21784117,no_match,0.0,,,,,,,,"Gazioğlu, A. C. (2000). Kıbrıs’ta Türkler 1570-1878, 308 yıllık Türk dönemine yeni bir bakış. Kıbrıs Araştırma ve Yayın Merkezi."
2758,1293587,23053578,no_match,0.0,,,,,,,,"Baltagi, B.H. (2005). Econometric analysis of panel data (3. Baskı). John Wiley & Sons Ltd., Chester."
2759,1293587,23053619,no_match,0.0,,,,,,,,"Wallerstein, I. (2011). Dünya sistemleri analizi bir giriş. Bgst Yayınları – 43, 2. Basım, Hazırlayan: Taylan Doğan, Ömer F. Kurhan, Çeviren: Ender Abadoğlu, Nuri Ersoy, İstanbul."
2765,1211825,18521184,no_match,0.0,,,,,,,,"Yılmaz, H. (2011). Güçlendirici liderlik. İstanbul: Beta Basım Yayın Dağıtım."
2768,1199126,17832511,no_match,0.0,,,,,,,,"Argunşah, M. (2018). Çağatay Türkçesi. İstanbul: Kesit Yayınları."
2773,1263393,20640664,no_match,0.0,,,,,,,,"Gürkan, S. L. (2006). Nazar. Türkiye Diyanet Vakfı İslam Ansiklopedisi (C. 32, 444-446) İstanbul: TDV Yayınları."
2776,1191621,17407751,no_match,0.0,,,,,,,,"BLACK, Henry Campbell: Black’s Law Dictionary, 4. Baskı, West Publishing Co, Saint Paul, Minnesota, 1968."
2786,1183136,17132803,no_match,0.0,,,,,,,,"İbnü’l-Esîr; El Kâmil Fi’t-Târîh Tercümesi, Cilt IX-X, (Çev. Abdülkerim Özaydın), Bahar Yayınları, İstanbul, 1991."
2807,1342796,24320661,no_match,0.0,,,,,,,,"Özbek V Ö, Doğan K and Bacaksız P, Türk Ceza Hukuku Özel Hükümler (18th edn. Seçkin Yayınevi 2023)"
2811,1223069,18883543,no_match,0.0,,,,,,,,"Cevherî, Ebû Nasr İsmâîl b. Hammâd. es-Sıhâh fi’l-luga. ed. Ahmed Abdülgafûr Attâr. Beyrut: Dâru’l-İlm li’l-Melâyîn, 4. Basım, 1987."
2812,1223069,18883583,no_match,0.0,,,,,,,,"Zehebî, Ebû Abdillâh Şemsüddîn Muhammed b. Ahmed b. Osmân et-Türkmânî el-Fârikî ed-Dımaşkî. Târîhu’l-İslâm ve vefeyâtü’l-meşâhîr ve’l-aʿlâm. ed. Ömer Abdüsselâm Tedmürî. Beyrut: Dâru’l-Kitâbi’l-ʿArabî, 2. Basım, 1993."
2827,1368317,25372594,no_match,0.0,,,,,,,,"Diderot, D. (1998). Konuşmalar (Entretiens) (A. Cemgil, Çev.). İstanbul: Milli Eğitim Basımevi."
2828,1368317,25372610,no_match,0.0,,,,,,,,"Melton, J. V. H. (2008). Aydınlanma Avrupası’nda kamunun yükselişi. (F. B. Aydar, Çev.). İstanbul: Boğaziçi Üniversitesi Yayınevi."
2854,1230508,19511287,no_match,0.0,,,,,,,,"Karahan, L. (2014). Anadolu Ağızlarının Sınıflandırılması, Ankara: Türk Dil Kurumu Yayınları."
2882,1376312,26278636,no_match,0.0,,,,,,,,"Grandits, Hannes, and Brunnbauer, Ulf. (2013). “The ambiguous nation: Socialist and post- socialist nation-building in Southeastern Europe in perspective”. The Ambiguous Nation: Case Studies from Southeastern Europe in the 20th Century, Eds. Grandits, Hannes, and Brunnbauer, Ulf: pp. 9-41). Oldenbourg Verlag."
2885,1193899,17569410,no_match,0.0,,,,,,,,"Varış, F. (1973). Cumhuriyetin 50. Yılında Türkiye’de Öğretmen Yetiştirmede Karşılaşılan Birkaç Sorun. 50. Yıla Armağan (s. 47-62). içinde Ankara: Ankara Üniversitesi Eğitim Fakültesi Yayınları."
2887,1325921,23629400,no_match,0.0,,,,,,,,"K. Kuratowski, Topology, Academic Press, 1966."
2889,1355330,24826626,no_match,0.0,,,,,,,,"Kuru B, İcra ve İflas Hukuku El Kitabı (2 Baskı Adalet Yayınevi 2013)"
2894,1358943,24981658,no_match,0.0,,,,,,,,"Tosh, J. & Dempsey, F. (2020) Sexual Abuse and Surviving with(in) Psychology. Lee, D. ve Palmer, E. haz. #MeToo: Survivors of Sexual Violence as Counsellors and Psychotherapists. Wyastone Leys: PCCS Books: 64-82."
2900,1356183,24860719,no_match,0.0,,,,,,,,"Smith, P. (2007). Kültürel kuram (S. Güzelsan & İ. Gündoğdu, Çev.; 2. bs). Babil Yayınları."
2901,1275840,21203902,no_match,0.0,,,,,,,,"Hançerlioğlu, O. (1975). İnanç Sözlüğü: Dinler, Mezhepler, Tarikatler, Efsaneler. İstanbul: Remzi Kitabevi."
2905,1335630,24046143,no_match,0.0,,,,,,,,"Engels, F. (1997). İngiltere’de emekçi sınıfın durumu. Ankara: Eriş Yayınları."
2918,1201237,18200071,strong,1.0,openlibrary,Oxford dictionary of English,Catherine Soanes,2003,,,https://openlibrary.org/works/OL19516907W,"Stevenson, A. (2010). Oxford Dictionary of English. New York: Oxford University Press."
2935,1187306,17211941,strong,1.0,openlibrary,The Cambridge handbook of situated cognition,Murat Aydede,2009,,,https://openlibrary.org/works/OL18679865W,"Robbins, P. & Aydede, M. (Eds). (2009). The Cambridge handbook of situated cognition. Cambridge: Cambridge University Press. Scharfstein, B. (1989). The dilemma of context. New York & London: New York University Press."
2942,1254814,20290914,no_match,0.0,,,,,,,,"Pulaşlı H, Kıymetli Evrak Hukukunun Esasları (9. Bası, Adalet 2021)."
2951,1186775,17188558,no_match,0.0,,,,,,,,"Râzî, Fahrüddîn Muhammed b. Ömer. Nihâyetü’l-‘ukûl. nşr. Sa‘îd Fûde. Beyrut: Dârü’z- Zehâir, 2015."
2953,1320183,24141497,no_match,0.0,,,,,,,,"Bozkurt, M. (2005). Video Sanatı Enstalasyon / Film / Performans, İstanbul: Bileşim Yayınevi"
2965,1288533,22538513,no_match,0.0,,,,,,,,"Büyüköztürk, Ş. (2007). Deneysel desenler ön test-son test kontrol grubu desen ve veri analizi (2. baskı). Ankara: Pegem A Yayıncılık."
2972,1268307,20840666,strong,1.0,openlibrary,Postmodernligin Durumu,David Harvey,2003,,,https://openlibrary.org/works/OL26276212W,"Harvey, D. (1999). Postmodernliğin Durumu. S. Savran (Çev.). İstanbul: Metis Yayınları."
2981,1303003,23499696,no_match,0.0,,,,,,,,"Benhabib, S. (2008) Çatışan Feminizmler- Felsefi Fikir Alışverişi. Çev. F. E. Sezer, İstanbul: Metis Yayınları."
2998,1286285,21771449,no_match,0.0,,,,,,,,"Argunşah, M. (2018). Tarihî Türk lehçeleri Çağatay Türkçesi. İstanbul: Kesit Yayınları."
3010,1365423,25258815,no_match,0.0,,,,,,,,"Narayan, U. (2019). Feminist Yöntem Nedir, Ne Değildir? İçinde; Türkiye’de Feminist Yöntem (Ed: E. Erdoğan ve N. Gündoğdu), ss. 37-51. İstanbul: Metis Yayınları."
3022,1352205,24691192,strong,1.0,openlibrary,Teokratik devlet ve lâik devlet,Sadri Maksudi Arsal,1940,,,https://openlibrary.org/works/OL1602962W,"Arsal, Sadri Maksûdi. “Teokratik Devlet ve Laik Devlet”. Tanzimat I içinde, 59-93. İstanbul: Maarif Matbaası, 1940."
3023,1352205,24691201,no_match,0.0,,,,,,,,"Bingöl, Sedat. Tanzimat Devrinde Osmanlı’da Yargı Reformu (Nizamiye Mahkemeleri’nin Kuruluşu ve İşleyişi 1840-1876). Eskişehir: T.C. Anadolu Üniversitesi Yayınları, 2004."
3025,1352205,24691221,no_match,0.0,,,,,,,,"İlhan, Cengiz. Günümüz Türkçe’siyle Mecelle (Mecelle-i Ahkâm-ı Adliye). Ankara: Yetkin Yayınları, 2014."
3032,1267076,20784363,no_match,0.0,,,,,,,,"13. Nixon MS, Aguado AS. Feature Extraction & Image Processing for Computer Vision. 3rd ed Else- vier: Academic Press, Cambridge MA USA; 2012"
3048,1225088,19353888,strong,0.896,crossref_book,34 ‘Cultural Criticism and Society’,Adorno Theodor W.,2003,Edinburgh University Press,9781474470230,https://doi.org/10.1515/9781474470230-045,"ADORNO, Theodor W. (1981), “Cultural Criticism and Society”, Çev. Samuel ve Shierry WEBER, Prisms, MIT Press, Cambridge, 17-34."
3050,1317521,23238508,no_match,0.0,,,,,,,,"Jones, William Thomas. Ortaçağ Düşüncesi Batı Felsefesi Tarihi. 2. cilt. çev. Hakkı Hünler. İstanbul: Paradigma Yayıncılık, 2006."
3061,1266320,20754520,no_match,0.0,,,,,,,,"___________. “Kadîm ile Cedîd Arasında: Muhâsebe Çağı’nda Tıp Bilimi.” İslâm Düşünce Atlası, c.5. Editör İbrahim Halil Üçer içinde 1817-1821. Konya: Konya Büyükşehir Belediyesi Kültür A.Ş. Yayınları, 2022."
3062,1283885,22189882,no_match,0.0,,,,,,,,"Sırkaşeva, L. T. ve Kuçigaşeva, N. A. (2000). Teleüt Ağzı Sözlüğü. Çeviren: Ş. H. Akalın ve Ç. Turgunbayev. Ankara: TDK Yayınları. (TAS)"
3091,1372487,25521439,no_match,0.0,,,,,,,,"Kâdî Abdülcebbar. Şerhu’l-Usûli’l-hamse. çev. İlyas Çelebi. 2 Cilt. İstanbul: Türkiye Yazma Eserler Kurumu Başkanlığı Yayınları, 2013."
3094,1221252,19236563,no_match,0.0,,,,,,,,"Bulut, Halil İbrahim. Dünden Bugüne Siyasi-İtikadî İslâm Mezhepleri Tarihi. Ankara: Ankara Okulu Yayınları, 1. Basım, 2011."
3095,1221252,19236565,strong,1.0,openlibrary,İslâm tarihi,Mehmet Zeki Cânan,1977,,,https://openlibrary.org/works/OL45366950W,"Canan, Mehmet Zeki. İslâm Tarihi. 2 Cilt. İstanbul: Yelken Matbaası, 1977."
3096,1221252,19236627,no_match,0.0,,,,,,,,"Şakir, Mahmut. Hz. Adem’den Bugüne Kadar İslam Tarihi. çev. Ferit Aydın. 8 Cilt. Istanbul: Kahraman Yayınları, 1993. Şehristânî, Ebu’Feth eş-. el-Milel ve’n Nihal. thk. Abdulaziz Muhammed el-Vekil. 3 Cilt. Kahire, 1968."
3105,1198651,17844602,no_match,0.0,,,,,,,,"Andersen , G. E. (2011). Tamamlanmamış devrim kadınların yeni rollerine uymak. İstanbul: İletişim Yayınları."
3107,1308089,22682742,no_match,0.0,,,,,,,,"Emecen, Feridun, ”Osmanlı Devleti’nin Kuruluşundan Fetret Dönemine”, Türkler, C.IX, Yeni Türkiye Yayınları, Ankara 2002, s. 24-55."
3108,1308089,22682772,no_match,0.0,,,,,,,,"Ortaylı, İlber, “Osmanlı İmparatorluğu’nda Millet Sistemi”, C.X, Türkler, Yeni Türkiye Yayınları, Ankara 2002, s. 216-220."
3109,1308089,22682782,no_match,0.0,,,,,,,,"Şehir ve Cemiyet (Weber-Tönnies-Simmel), Hazırlayan: Ahmet Aydoğan, İz Yayıncılık, İstanbul 2000."
3121,1248600,20009508,no_match,0.0,,,,,,,,"Gürkan, Salime Leyla. “Yahudilik”. Türkiye Diyanet Vakfı İslâm Ansiklopedisi. 43/187-197. İstanbul: TDV Yayınları, 2013."
3141,1246233,20072098,no_match,0.0,,,,,,,,"Şâtıbî, Ebû İshâk İbrahim b. Mûsâ. el-Muvâfakât. nşr. Ebû Ubeyde Meşhûr b. Hasen Âlu Selmân, 4 Cilt. Huber: Dâru İbn Affân, 1997/1317."
3142,1369352,25406421,strong,1.0,openlibrary,Educating for character,Thomas Lickona,1991,,,https://openlibrary.org/works/OL3537857W,"Lickona, T. (1991). Educating for character: How our schools can teach respect and responsibility. Bantam Books."
3159,1363801,25181983,no_match,0.0,,,,,,,,"Arık, Ömer. Hızır b. Muhammed el-Amâsî ve Gusûnü’l-usûl Adlı Eseri. Istanbul: Kitap Dünyası Yayınları, 2022."
3160,1160928,16060616,strong,1.0,openlibrary,Sosyal Medya Endustrisi,Tolga Kara,2013,,,https://openlibrary.org/works/OL26228006W,"Kara, T., (2013). Sosyal Medya Endüstrisi. İstanbul: Beta Yayınları."
3166,1251755,21239358,no_match,0.0,,,,,,,,"Yılmaz S/Çavuşoğlu G F, Kişisel Verileri Koruma Hukuku, Yetkin Yayınları, 2020."
3169,1239888,20195976,strong,1.0,openlibrary,i-Nesli,Jean M. Twenge,2018,,,https://openlibrary.org/works/OL26361922W,"TWENGE, J. (2018). İ nesli. İstanbul: Kaknüs Yayınları."
3188,1185850,17142716,strong,1.0,crossref_book,Sosyal Bilimlerde Nitel Araştırma Yöntemleri,Kavut Sevgi,2024,Akademisyen Kitabevi,9786253751609,https://doi.org/10.37609/akya.3369.c8919,"Yıldırım, A. ve Şimşek, H. (2016). Sosyal bilimlerde nitel araştırma yöntemleri. Ankara: Seçkin Yayıncılık."
3201,1198774,17880365,no_match,0.0,,,,,,,,"Eken, M. (2021). Pandemi sürecinde işlevsel bir araç olarak internet: Görünüş ile gerçeklik arasında etkileşimli yaşam deneyimi. İçinde F. Karaarslan, & S. Doğan (Editörler), Rutin ve Hayret: Bir İmkân ve İmtihan Olarak Pandemi (ss.149-168). Dün Bugün Yarın Yayınları."
3205,1201931,17961129,no_match,0.0,,,,,,,,"H. W. Dettmer, The Logical Thinking Process. Milwaukee, USA: ASQ Quality Press, 2007."
3249,1375388,25627379,no_match,0.0,,,,,,,,"Aydın, H. Veli. Osmanlı Maliyesinde Modern Bir İç Borçlanma Örneği Olarak Esham Uygulaması. Ankara: Abis Yayınları, 2022."
3251,1375388,25627403,no_match,0.0,,,,,,,,"Ulusoy, Ahmet. Devlet Borçlanması. Kocaeli: Umuttepe Yayınları, 11. Basım, 2018."
3254,1299018,22322691,strong,0.75,openlibrary,Kanar Türkçe-Farsça sözlük,Mehmet Kanar,2007,,,https://openlibrary.org/works/OL35583096W,"Kanar, M. (2010). Farsça-Türkçe sözlük. Say Yayınları."
3265,1355084,24814911,no_match,0.0,,,,,,,,"Wiles, P. (1969). A Syndrome, not a doctrine, G. Ionescu & E. Gellner (Ed.), Populism: Its Meanings and national characteristics içinde (166-179, ss.). The Garden City Press."
3272,1254034,20255800,strong,1.0,openlibrary,Grounds of judgment,Pär Kristoffer Cassel,2011,,,https://openlibrary.org/works/OL16517927W,"CASSEL, Pär K. Grounds of Judgment: Extraterritoriality and İmperial Power in Nineteenth-Century China and Japan. Oxford studies in international history. Oxford, New York: Oxford University Press, 2012."
3273,1253407,20225709,strong,1.0,openlibrary,"Delilik, siyaset ve toplum",Fatih Artvinli,2013,,,https://openlibrary.org/works/OL23351059W,"Artvinli, F. (2013). Delilik, siyaset ve toplum: Toptaşı Bimarhanesi (1873-1927). Boğaziçi Üniversitesi Yayınevi."
3274,1253407,20225723,no_match,0.0,,,,,,,,"Foucault, M. (2018). Kliniğin doğuşu. (Çev: Ş. Ünsaldı), Epos Yayınları."
3305,1202747,18050952,no_match,0.0,,,,,,,,"Yetişen, A., Pirli, A. & Gülgün, B. (2022). Manisa İli Merkez İlçeleri Kent Peyzajının Ekolojik Bağlantılılık Çerçevesinde Değerlendirilmesi. In: Yazıcı, K. (Ed), Güncel Gelişmeler Işığında Peyzaj Mimarlığı Çalışmaları-2022, 3-28p, İksad Publishing House."
3331,1321905,23465563,no_match,0.0,,,,,,,,"Bozkurt, Veysel. (2009). Değişen Dünyada Sosyoloji (Sociology in a Changing World). Bursa: Ekin Basım Dağıtım."
3340,1347318,24500113,no_match,0.0,,,,,,,,"Açıl, A. F. and Demirci, R. (1984). Agricultural Economics Courses. Ankara University, Agricultural Faculty Press: 880, Ankara, Türkiye (In Turkish)"
3354,1298683,23253852,strong,1.0,openlibrary,Qualitative research for nurses,Immy Holloway,1996,,,https://openlibrary.org/works/OL2690384W,"Holloway, I., & Wheeler, S. (1996). Qualitative research for nurses. Blackwell Science, Oxford; Cambridge, Mass."
3369,1298683,23254440,no_match,0.0,,,,,,,,"Altun M., Matematik Öğretimi (Ortaokullarda 5,6,7 Ve 8. Sınıflarda), 11. Baskı, Aktüel Yayıncılık, Bursa, 2015."
3370,1255180,20305519,no_match,0.0,,,,,,,,"Glover, J. (1970). On responsibility. New York: Humanities Press. Guba, E. G., & Lincoln, Y. S. (1994). Competing paradigms in qualitative research. Handbook of Qualitative Research, 2, 163-194."
3371,1255180,20305528,strong,1.0,openlibrary,Hayvan Çiftligi,George Orwell,2021,,,https://openlibrary.org/works/OL26156866W,"Orwell, G. (1945). Hayvan Çiftliği [Animal Farm] (C. Üster, Trans.). İstanbul: Can Yayınları."
3385,1171458,16850364,no_match,0.0,,,,,,,,"Miles, M, B. & Huberman, A. M. (1994). Qualitative data analysis: An expanded sourcebook (2nd ed.). Thousand Oaks, CA: Sage."
3392,1313989,22999873,strong,0.836,openlibrary,Sosyal Bilimlerde Ölcme Araci Hazirlama,Veysel Sönmez,2016,,,https://openlibrary.org/works/OL26210329W,"Sönmez, V., & Alacapınar, G. (2016). Sosyal bilimlerde ölçme aracı hazırlama. Anı Yayıncılık."
3397,1322455,23488308,no_match,0.0,,,,,,,,"Ülger, İ. K. (2003). Yugoslavya Neden Parçalandı? Balkan Dramının Perde Arkası, Ankara: Seçkin Yayınları."
3418,1352566,24708700,no_match,0.0,,,,,,,,"Câmî, A. (2011). Evliya Menkıbeleri: Nefahâtü’l-Üns. (çev. Lâmiî Çelebi). Haz. S. Uludağ, M. Kara. İstanbul: 1. Bs., Pinhan Yayıncılık."
3419,1352566,24708711,no_match,0.0,,,,,,,,"Mesnevihâ-yi Ḥakîm Senâî. (1348 hş.). Tsh. Müderris-i Razavî, M. T. Tahran: İntişârât-i Dânişgâh-i Tahrân. Mevlânâ Celâleddin-i Rûmî, (2015). Mesnevî-yi Ma‘evî. (çev. D. Örs, H. Kırlangıç). İstanbul: Türkiye Yazma Eserler Kurumu Başkanlığı Yayınları."
3424,1225769,19012049,no_match,0.0,,,,,,,,"Özdemir, Hayrunnisa. “Eser Sözleşmesi.” içinde Borçlar Hukuku Özel Hükümler. editör Turgut Öz, Ankara: Seçkin Yayınları, 2023."
3435,1263646,20648025,no_match,0.0,,,,,,,,"ADIR, Esma Kıraç, Ağır Bedensel Zarar Görenin Yakınlarının Manevi Tazminat Talebi, Yetkin Yayınları, Ankara, 2018."
3442,1301594,22442024,no_match,0.0,,,,,,,,"11. Green LA, Phillips RL, Fryer GE, et al. The nature of primary medical care. In: Jones R, Britten N, Culpepper L, et al., editors. Oxford Textbook of Primary Medical Care. 1st ed. New York: Oxford University Press; 2004:3-10."
3443,1350363,24627408,no_match,0.0,,,,,,,,"Sevüktekin M, Nargeleçekenler M, 2010. Ekonometrik Zaman Serileri Analizi – Eviews Uygulamalı. Nobel Yayın Dağıtım, Ankara."
3468,1186343,17541068,no_match,0.0,,,,,,,,Konter E. (1996). Bir lider olarak antrenör (1. Basım). İstanbul: Alfa Yayın.
3470,1293485,22076210,no_match,0.0,,,,,,,,"Ögel, B. (2022c). Türk Kültür Tarihine Giriş V. Ankara: Türk Tarih Kurumu Yayınları."
3475,1291270,21990256,strong,0.864,crossref_book,Karma Yöntem Araştırmaların Temel Özellikleri,ÇELİK Suat,2017,Pegem Akademi Yayıncılık,,https://doi.org/10.14527/9786053184720.01,"Teddlie, C. ve Tashakkori, A. (2020). Karma yöntem araştırmalarının temelleri (2.Bs.). (Çev.Ed., Y. Dede ve S. B. Demir), (1.Baskıdan çeviri). Anı Yayıncılık."
3481,1186825,17694386,no_match,0.0,,,,,,,,"Ateş, Süleyman. Kur’ân-ı Kerîm ve Yüce Meâli. İstanbul: Yeni Ufuklar Neşriyat, ts."
3499,1324283,23567283,no_match,0.0,,,,,,,,"Kabadayı, L. (2013). Film eleştirisi: Kuramsal çerçeve ve sinemamızdan örnek çözümlemeler. Ayrıntı Yayınları."
3506,1285983,21750829,no_match,0.0,,,,,,,,"Ansari, Hassan. “Mu‘tezilîliğin Şiî Alımlanması (1): Zeydîler”. çev. Orhan Şener Koloğlu. Başlangıçtan Günümüze İslâm Kelâmı. 255-273. İstanbul: Küre Yayınları, 2020."
3507,1285983,21750843,no_match,0.0,,,,,,,,"Hüseynî, Muhammed b. Şerefüddin b. Abdillah. Meṣâdıru ʿilmi’l-kelâmi’z-Zeydî. Riyâd: Dâru Fâris, 1443/2022."
3508,1369882,25426142,no_match,0.0,,,,,,,,"Taştan, K. (2021). Uzaktan çalışma örgütlenmesi. Ankara: Gazi kitabevi."
3530,1303661,22523910,no_match,0.0,,,,,,,,"Den Tandt, C. (1997). Oceanic discourse, empowerment and social accommodation in Kate Chopin's The Awakening and Henrik Ibsen's The Lady from the Sea. In M. Maufort (Ed.), Union in partition: Essays in honor of Jeanne Delbaere (pp. 71-80). Liège."
3561,1219195,19120418,no_match,0.0,,,,,,,,"Karacan, O. (2022). Yerel Demokrasi. Yerel Yönetimler. Y. Özkaya, V. Erat, K. Demirci & A. Duran (Ed.), Yerel Yönetimler, Kent ve Çevre Politikaları Ansiklopedisi (663-667) içinde. Ankara: Nobel Yayınevi."
3562,1219195,19120470,strong,0.762,openlibrary,United Nations e-Government Survey 2022,United Nations Publications,2022,,,https://openlibrary.org/works/OL32521597W,"United Nations, (2022). E-Government Survey 2022. New York: UN Publishing."
3568,1265908,20738872,no_match,0.0,,,,,,,,"37. Çokluk Ö, Şekercioğlu G, Büyüköztürk Ş. Sosyal Bilimler İçin Çok Değişkenli İstatistik: SPSS ve Lisrel Uygulamaları. 2. Baskı. Ankara, Pegem Akademi Yayıncılık, 2012; 136-94."
